timeframe,timeframe_name,rank,rank_name,ranking,heroid,name,roles,lanes,win_rate_pct,pick_rate_pct,ban_rate_pct,meta_score,tier,counter_1,counter_2,counter_3,counter_4,counter_5,synergy_1,synergy_2,synergy_3,synergy_4,synergy_5,avatar_url
7d,Past 7 days,legend,Legend,79,55,Angela,Support,Roam,48.94,1.74,6.92,33.5,B,Alice,Marcel,Balmond,Faramis,Lancelot,Carmilla,Atlas,Gatotkaca,Tigreal,Hero #133,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_c7e0183956b2c2fd6d3fa0b18fe46917.png
7d,Past 7 days,legend,Legend,80,114,Melissa,Marksman,Gold Lane,48.94,0.66,5.18,28.1,C,Lolita,Alucard,Karina,Natalia,Popol and Kupa,Harith,Natalia,Popol and Kupa,Helcurt,Joy,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_1fa7436301fea3f13fbcd4772051d22d.png
7d,Past 7 days,legend,Legend,81,83,X.Borg,Fighter,Exp Lane,48.92,0.58,1.26,25.4,C,Barats,Baxia,Terizla,Martis,Phoveus,Karrie,Aldous,Cici,Sun,Terizla,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_efe9c7ed8d8f84f1bb0f88a3e08de5fc.png
7d,Past 7 days,legend,Legend,82,37,Lapu-Lapu,Fighter,Exp Lane,48.91,0.38,0.18,23.9,C,Silvanna,Popol and Kupa,Argus,Masha,Hanabi,Thamuz,Bane,Aulus,Diggie,Alpha,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_28036c4584c914c5aad4d2feeafb2452.png
7d,Past 7 days,legend,Legend,83,90,Silvanna,Fighter,Exp Lane,48.86,0.75,0.86,25.7,C,Aamon,Floryn,Angela,Sun,Cici,Khaleed,Chip,Estes,Hilda,Grock,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_5e7b297af7c6e32a420b897aa4998071.png
7d,Past 7 days,legend,Legend,84,3,Saber,Assassin,"Jungle, Roam",48.78,0.78,16.72,35.1,B,Ling,Hero #133,Nolan,Natalia,Hayabusa,Marcel,Chip,Estes,Minotaur,Rafaela,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_6bbfac806f29d29f17fea9e98d2d2fee.png
7d,Past 7 days,legend,Legend,85,65,Claude,Marksman,Gold Lane,48.69,0.85,0.16,25.2,C,Lolita,Ixia,Granger,Layla,Chang'e,Popol and Kupa,Harith,Angela,Karina,Pharsa,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_e1097b9d3e1d5e9f14600d32e8b18acd.png
7d,Past 7 days,legend,Legend,86,71,Kimmy,"Marksman, Mage",,48.62,0.61,0.21,24.1,C,Sun,Alice,Hylos,Hanzo,Yin,Estes,Baxia,Ixia,Granger,Yin,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_642/100_61295dfefd369004e5e4a7f4fc86647b.png
7d,Past 7 days,legend,Legend,87,21,Hayabusa,Assassin,Jungle,48.59,0.89,2.0,26.2,C,Aamon,Karina,Karrie,X.Borg,Zhuxin,Martis,Esmeralda,Barats,Lolita,Khufra,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_9cc074562291a02644a0ddae28eeaa42.png
7d,Past 7 days,legend,Legend,88,89,Wanwan,Marksman,Gold Lane,48.58,0.13,0.08,22.0,C,Yin,Ixia,Atlas,Gloo,Yu Zhong,Popol and Kupa,Lolita,Angela,Joy,Vale,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_47/100_44bfa1dc44deb8d7620605faaa9ffae7.png
7d,Past 7 days,legend,Legend,89,120,Arlott,"Fighter, Assassin",Exp Lane,48.58,0.39,0.24,23.1,C,X.Borg,Natan,Kimmy,Ruby,Khufra,Bane,Aulus,Chip,Alice,Lolita,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_f666faa5ec6be5353f10dcd1d8997a42.png
7d,Past 7 days,legend,Legend,90,40,Karrie,Marksman,Gold Lane,48.46,0.57,0.81,23.9,C,Alice,Baxia,Esmeralda,Balmond,Fredrinn,X.Borg,Alice,Valir,Faramis,Yve,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_294576f2bd0dcbcc9041031969d0eb09.png
7d,Past 7 days,legend,Legend,91,66,Vale,Mage,Mid Lane,48.29,0.44,0.1,22.5,C,Odette,Estes,Bane,Rafaela,Floryn,Cyclops,Wanwan,Martis,Popol and Kupa,Silvanna,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_2a7a8d1531a1c4f8524880413535348d.png
7d,Past 7 days,legend,Legend,92,36,Aurora,Mage,Mid Lane,48.25,0.5,0.21,22.7,C,Lolita,Chip,Odette,Khufra,Fredrinn,Kaja,Harley,Karrie,Beatrix,Karina,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_f9b2be0150361018bb98f941b9667c42.png
7d,Past 7 days,legend,Legend,93,39,Roger,"Fighter, Marksman",Jungle,48.18,0.33,0.09,21.8,C,Gusion,Harley,Mathilda,Yin,Silvanna,Ixia,Granger,Lesley,Clint,Hanabi,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_b40e578f13465b3ae99d0a9baac7ecc9.png
7d,Past 7 days,legend,Legend,94,38,Vexana,Mage,Mid Lane,48.09,1.41,0.71,26.3,C,Gloo,Zhask,Chip,Odette,Phoveus,Atlas,Tigreal,Aldous,Harley,Sun,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_743edd1702084c4ed247908d698bca77.png
7d,Past 7 days,legend,Legend,95,56,Gusion,Assassin,"Jungle, Mid Lane",48.08,1.38,3.64,27.9,C,Aamon,Valir,Natalia,Yve,X.Borg,Johnson,Grock,Chang'e,Khufra,Barats,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_c6cd232de60da5372a7101a203e56554.png
7d,Past 7 days,legend,Legend,96,53,Lesley,"Marksman, Assassin",Gold Lane,48.02,1.75,5.43,30.3,B,Marcel,Baxia,Claude,Belerick,Gatotkaca,Popol and Kupa,Harith,Roger,Edith,Thamuz,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_08770893183018333f54a98e63c41ee3.png
7d,Past 7 days,legend,Legend,97,81,Esmeralda,"Tank, Mage",Exp Lane,47.81,1.03,1.99,24.8,C,Lolita,Mathilda,Diggie,Marcel,Paquito,Bane,Julian,Nolan,Hayabusa,Diggie,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_4661a64a2c6b724e7b67032fcbface27.png
7d,Past 7 days,legend,Legend,98,7,Alucard,"Fighter, Assassin",Jungle,47.73,0.43,0.17,21.1,C,Sun,Natalia,Yve,Cyclops,Angela,Tigreal,Lolita,Kaja,Barats,Yin,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_0f51b6906e08897aa02330d65b0deeac.png
7d,Past 7 days,legend,Legend,99,72,Thamuz,Fighter,Exp Lane,47.72,0.6,0.68,22.1,C,Alice,Alucard,Faramis,Odette,Lolita,Yu Zhong,Lapu-Lapu,Guinevere,Phoveus,Benedetta,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_2_1_18/100_b5ad55e408b68acf6a86e7ff76f5f569.png
7d,Past 7 days,legend,Legend,100,73,Harith,Mage,"Gold Lane, Mid Lane",47.7,0.15,0.04,19.9,D,Lolita,Irithel,Khaleed,Karina,Granger,Ixia,Clint,Brody,Layla,Irithel,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_d228a823b477fdf6c458c829c2e62bcf.png
7d,Past 7 days,legend,Legend,101,113,Yin,"Fighter, Assassin","Jungle, Exp Lane",47.66,0.36,0.8,21.1,C,Diggie,Minsitthar,Floryn,Baxia,Estes,Natan,Karina,Joy,Aamon,Alucard,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_92/100_ee1c12c84f49514a30e405fb5c617796.png
7d,Past 7 days,legend,Legend,102,35,Hilda,"Fighter, Tank","Roam, Exp Lane",47.64,0.52,2.94,22.9,C,Granger,Diggie,Helcurt,Nolan,Yin,Natalia,Minsitthar,Bane,Silvanna,Hanzo,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_acd700708dc515f5c63a08f8835a9941.png
7d,Past 7 days,legend,Legend,103,22,Freya,Fighter,"Exp Lane, Jungle",47.63,0.44,0.85,21.3,C,Masha,Yve,Lolita,Sun,X.Borg,Bane,Granger,Lukas,Ixia,Julian,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_2_1_18_2/100_b9c34c88762ca8e66ccd4d84071bf0bc.png
7d,Past 7 days,legend,Legend,104,49,Hylos,Tank,Roam,47.49,0.31,0.17,20.1,C,Diggie,Zilong,Saber,Johnson,Vale,Natalia,Angela,Floryn,Saber,Rafaela,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_195ad9af866afaab415ae23a6be13b45.png
7d,Past 7 days,legend,Legend,105,96,Luo Yi,Mage,Mid Lane,47.47,0.25,0.12,19.7,D,Estes,Faramis,Popol and Kupa,Fredrinn,Hylos,Karrie,Atlas,Fredrinn,Estes,Khaleed,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_103541726507f5ce102689f04fe215e8.png
7d,Past 7 days,legend,Legend,106,106,Phoveus,Fighter,Exp Lane,47.45,0.26,0.35,19.9,D,Harith,Wanwan,Freya,Benedetta,Joy,Bane,Lukas,Thamuz,Guinevere,Floryn,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_06/100_af21c0dd8b5308c27974bff900803a9a.png
7d,Past 7 days,legend,Legend,107,42,Harley,"Assassin, Mage",Jungle,47.18,0.78,2.8,22.7,C,Valir,Gord,Melissa,Alice,Hanzo,Zhask,Yve,Chang'e,Zhuxin,Zetian,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_3aa6964c07a70f9b125da447f320e1ac.png
7d,Past 7 days,legend,Legend,108,52,Pharsa,Mage,Mid Lane,47.14,0.33,0.08,19.2,D,Lolita,Yve,Valentina,Hanabi,Valir,Marcel,Harley,Harith,Claude,Moskov,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_10151d43910e62f7aa9ce08df481a20f.png
7d,Past 7 days,legend,Legend,109,8,Karina,Assassin,Jungle,46.97,0.78,2.11,21.8,C,Natalia,Kimmy,Ling,Sun,Zilong,Chip,Yin,Joy,Benedetta,Minsitthar,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_f49394186dc0e55d545da8377be83280.png
7d,Past 7 days,legend,Legend,110,18,Layla,Marksman,Gold Lane,46.96,0.72,0.48,20.6,C,Edith,Rafaela,Diggie,Marcel,Phoveus,Harith,Popol and Kupa,Lolita,Roger,Tigreal,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_b2b38e9406ea0de0b866db7674feea0f.png
7d,Past 7 days,legend,Legend,111,85,Dyrroth,Fighter,"Exp Lane, Jungle",46.9,1.15,0.91,22.4,C,Uranus,Esmeralda,Alice,Aldous,Phoveus,Bane,Sun,Aulus,Lukas,Fredrinn,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_2_1_18/100_8ec13b59871b2862d773beac2d69fa3e.png
7d,Past 7 days,legend,Legend,112,124,Chip,"Support, Tank",Roam,46.82,0.05,0.21,17.4,D,Selena,Mathilda,Valentina,Khaleed,Helcurt,Atlas,Carmilla,Saber,Floryn,Angela,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_79224d297f14377ad2eda8543432330d.png
7d,Past 7 days,legend,Legend,113,44,Grock,"Tank, Fighter","Roam, Exp Lane",46.76,0.33,0.62,18.6,D,Lolita,Diggie,Odette,Zilong,Layla,Natalia,Saber,Silvanna,Minsitthar,Chou,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_902/100_f8b8c8964d3202b7b762947ac96f1ed3.png
7d,Past 7 days,legend,Legend,114,58,Martis,Fighter,Jungle,46.63,0.43,0.22,18.4,D,Saber,Chip,Joy,Khufra,Sora,Hayabusa,Angela,Hero #133,Leomord,Hanabi,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_cc8124b0eb6ca22d950b000744d69fbf.png
7d,Past 7 days,legend,Legend,115,87,Baxia,Tank,Jungle,46.6,0.05,0.08,16.7,D,Chip,Obsidia,Freya,Claude,Lukas,Diggie,Granger,Ixia,Floryn,Natan,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_80e408203869ca99302af195ac4f756c.png
7d,Past 7 days,legend,Legend,116,61,Chang'e,Mage,Mid Lane,46.26,0.59,0.16,18.1,D,Diggie,X.Borg,Luo Yi,Lukas,Masha,Jawhead,Harley,Tigreal,Akai,Silvanna,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_46cfe9c30e8a14f85b4d022496aca274.png
7d,Past 7 days,legend,Legend,117,102,Mathilda,"Support, Assassin",Roam,46.25,0.19,0.23,16.5,D,Natalia,X.Borg,Benedetta,Wanwan,Valir,Carmilla,Atlas,Natalia,Tigreal,Helcurt,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_24d08ed788a9f5984bcf3b732ddcaf04.png
7d,Past 7 days,legend,Legend,118,54,Jawhead,Fighter,,46.11,0.26,0.16,16.4,D,Arlott,Zilong,Helcurt,Nolan,Dyrroth,Lolita,Chang'e,Sun,Bane,Rafaela,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_bd87c30b6c7de6ae3b5aa56162c48c8b.png
7d,Past 7 days,legend,Legend,119,28,Alpha,Fighter,"Jungle, Exp Lane",46.03,0.96,0.38,19.1,D,Phoveus,Barats,Hilda,Baxia,Alice,Benedetta,Yu Zhong,Cici,Argus,Phoveus,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_86c9f91f530727db6498f920d19180d1.png
7d,Past 7 days,legend,Legend,120,32,Johnson,"Tank, Support",Roam,45.98,0.67,1.13,18.3,D,Zilong,Layla,Franco,Valentina,Yin,Natalia,Lunox,Julian,Minsitthar,Zhask,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_85ff988c6660b4d04f8dd3d40df988bb.png
7d,Past 7 days,legend,Legend,121,51,Helcurt,Assassin,Jungle,45.81,0.47,5.43,19.7,D,X.Borg,Valir,Gord,Hanzo,Xavier,Akai,Khufra,Belerick,Gloo,Mathilda,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_6abf0c552b59b8ca4cbc1af3662ef176.png
7d,Past 7 days,legend,Legend,122,110,Valentina,Mage,Mid Lane,45.64,0.19,0.14,15.0,D,Carmilla,Atlas,Benedetta,Wanwan,Lukas,Floryn,Alice,Granger,Harley,Diggie,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_24837021ec9d7aaf41b13fa55b6d13c9.png
7d,Past 7 days,legend,Legend,123,128,Kalea,"Support, Fighter",Roam,45.52,0.18,0.37,14.8,D,Fanny,Zilong,Valentina,Natan,Arlott,Lolita,Natalia,Carmilla,Floryn,Yve,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_64/100_4f3d4649e301c76daf20bd8811f3095c.png
7d,Past 7 days,legend,Legend,124,5,Nana,Mage,Mid Lane,44.96,1.27,1.54,18.4,D,Lolita,Odette,Edith,Estes,Silvanna,Cyclops,Tigreal,Harley,Roger,Estes,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_ee1e0d80d87bb614a0c552ef028f85ce.png
7d,Past 7 days,legend,Legend,125,26,Chou,Fighter,"Exp Lane, Roam",44.84,0.94,2.3,17.2,D,X.Borg,Fanny,Benedetta,Beatrix,Natalia,Bane,Minotaur,Tigreal,Lolita,Marcel,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_158209b180032c4564b8f3bde8c48888.png
7d,Past 7 days,legend,Legend,126,2,Balmond,Fighter,,44.42,0.48,0.21,13.1,D,Lukas,Saber,Barats,Phoveus,Baxia,Aldous,Argus,Terizla,Angela,Sun,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_2_1_18_2/100_df9a6990b1946d045e4d3a46c90725cf.png
7d,Past 7 days,legend,Legend,127,79,Granger,Marksman,Gold Lane,44.09,1.28,0.78,15.8,D,Karina,Ixia,Beatrix,Bane,Julian,Baxia,Floryn,Popol and Kupa,Harith,Roger,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_22/100_a7729262d5b4abdc34ae5181e964c235.png
7d,Past 7 days,legend,Legend,128,16,Zilong,"Fighter, Assassin",Exp Lane,43.23,0.37,0.24,9.7,D,X.Borg,Cici,Angela,Diggie,Yve,Gloo,Lolita,Akai,Tigreal,Fredrinn,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_9db57da4f0daef6d432676e4f19101ed.png
7d,Past 7 days,legend,Legend,129,17,Fanny,Assassin,Jungle,43.22,0.65,1.52,11.5,D,Granger,Gloo,Yve,Clint,X.Borg,Lolita,Edith,Natan,Faramis,Masha,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_3391df36d6dcc54dd1c417098e15ec59.png
7d,Past 7 days,legend,Legend,130,41,Gatotkaca,"Tank, Fighter","Roam, Exp Lane",43.17,0.43,0.15,9.7,D,Barats,Sora,Odette,Zilong,Miya,Angela,Floryn,Estes,Rafaela,Natalia,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_96f9dbbc096e0f0a28f9b9e587d06a9c.png
7d,Past 7 days,legend,Legend,131,47,Lancelot,Assassin,Jungle,42.63,0.51,0.23,8.8,D,Atlas,X.Borg,Yin,Johnson,Granger,Angela,Martis,Masha,Dyrroth,Natan,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_dc4b821e49b904715172136017798da3.png
7d,Past 7 days,legend,Legend,132,6,Tigreal,Tank,Roam,42.43,1.77,4.34,15.8,D,Estes,Zilong,Franco,Lolita,Lesley,Angela,Floryn,Natalia,Rafaela,Estes,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_8b30576754be1a4f8bebd09df8d6bec7.png
7d,Past 7 days,legend,Legend,133,10,Franco,Tank,Roam,40.79,0.78,2.53,6.6,D,Fanny,Angela,Floryn,Freya,Yin,Natalia,Carmilla,Minsitthar,Bane,Saber,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_2928027062e3c2a97bc3fd4a84897012.png
7d,Past 7 days,mythic,Mythic,1,14,Rafaela,Support,Roam,58.86,1.68,31.16,72.6,S,Cici,Valir,Marcel,Natalia,Balmond,Atlas,Tigreal,Carmilla,Kalea,Kaja,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_68277dce415742c4a98883151c693a07.png
7d,Past 7 days,mythic,Mythic,2,132,Marcel,"Tank, Support","Exp Lane, Roam",58.54,0.42,77.09,78.0,S+,Chip,Atlas,Akai,Kadita,Johnson,Lolita,Chip,Saber,Atlas,Khufra,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_b3a7602fe7ffd1e54bf8ea79ceadfa72.png
7d,Past 7 days,mythic,Mythic,3,108,Aulus,Fighter,Jungle,58.25,1.16,9.48,56.0,A,Helcurt,Gloo,Tigreal,Minsitthar,Chip,Yin,Cici,Zilong,Phoveus,Dyrroth,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_40839957990dbb59a9e5ec4da9f85a8e.png
7d,Past 7 days,mythic,Mythic,4,88,Masha,"Fighter, Tank",Exp Lane,56.84,0.99,33.33,66.0,S,Yu Zhong,Cici,Silvanna,Guinevere,Eudora,Alice,Chip,Bane,Edith,Argus,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_c97a314dc260dfad1311512ddc03f936.png
7d,Past 7 days,mythic,Mythic,5,48,Diggie,Support,Roam,55.04,0.34,8.81,44.2,B,Phoveus,Alice,X.Borg,Alpha,Rafaela,Baxia,Ixia,Fredrinn,Aamon,Hylos,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_b1bdf46136cb8a7903dae6d58e8349cb.png
7d,Past 7 days,mythic,Mythic,6,133,Hirara,,,54.96,0.72,90.56,70.3,S,X.Borg,Hanzo,Yin,Thamuz,Sun,Martis,Angela,Zilong,Jawhead,Layla,https://akmweb.youngjoygame.com/web/svnres/img/test/homepage_2_2_16_1232_1/100_71224844b111f09367df00e4f9b97753.png
7d,Past 7 days,mythic,Mythic,7,78,Khufra,Tank,Roam,54.95,0.7,5.44,43.4,B,Wanwan,Dyrroth,Saber,Yin,Layla,Natalia,Angela,Chip,Estes,Marcel,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_2fe99f4001211d18b3d2b95d0d3dc395.png
7d,Past 7 days,mythic,Mythic,8,19,Minotaur,"Tank, Support",Roam,54.47,2.01,14.1,52.7,A,Lolita,Khufra,Silvanna,Cyclops,Odette,Kalea,Kaja,Franco,Carmilla,Atlas,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_3ecd2c0843df7ec85044dafff6bf4553.png
7d,Past 7 days,mythic,Mythic,9,127,Lukas,Fighter,"Exp Lane, Jungle",53.81,1.53,56.81,70.6,S,Natalia,Ling,Aldous,Zilong,Lolita,Zilong,Phoveus,Chip,Chou,Floryn,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_20/100_63040edd0cf15b815fcbbb8b2d08d7f7.png
7d,Past 7 days,mythic,Mythic,10,92,Carmilla,"Support, Tank",Roam,53.38,2.06,27.43,58.2,A,Chip,Popol and Kupa,Estes,Phoveus,Minotaur,Angela,Floryn,Franco,Mathilda,Rafaela,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_6fb8f120dafdcbc1b5da2a2667016ad5.png
7d,Past 7 days,mythic,Mythic,11,101,Yve,Mage,Mid Lane,53.37,0.11,0.02,33.9,B,Akai,Terizla,Zhuxin,Martis,Popol and Kupa,Odette,Pharsa,Harley,Luo Yi,Gatotkaca,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_92/100_d9b0a1d92b1c4b3643d6332fd66aa8e6.png
7d,Past 7 days,mythic,Mythic,12,23,Gord,Mage,Mid Lane,52.95,0.57,0.17,34.8,B,Lolita,Barats,Fredrinn,Phoveus,Edith,Harith,Franco,Akai,Hilda,Khufra,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_47/100_9513f5e10ec33f76747732eaf2082259.png
7d,Past 7 days,mythic,Mythic,13,12,Bruno,Marksman,Gold Lane,52.95,1.16,1.43,37.9,B,Wanwan,Marcel,Fanny,Joy,Ling,Harith,Gatotkaca,Brody,Karrie,Jawhead,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_ff39deb9c6afec3d977fdbe9d86f78cb.png
7d,Past 7 days,mythic,Mythic,14,112,Floryn,Support,Roam,52.94,1.65,20.05,51.0,A,Marcel,X.Borg,Alice,Lancelot,Aulus,Atlas,Baxia,Carmilla,Lolita,Tigreal,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_5a57b91e4914cf071a3849e352e530a5.png
7d,Past 7 days,mythic,Mythic,15,76,Faramis,"Support, Mage",Mid Lane,52.86,0.15,0.33,33.0,B,Gloo,Aldous,Popol and Kupa,Mathilda,Wanwan,Khaleed,Irithel,Yu Zhong,Roger,Saber,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_04e575d648d7f7ac1174f4369595c3a2.png
7d,Past 7 days,mythic,Mythic,16,130,Obsidia,Marksman,Gold Lane,52.8,2.79,8.13,48.0,A,Hero #133,Helcurt,Benedetta,Fanny,Chou,Harith,Popol and Kupa,Ixia,Phoveus,Carmilla,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_2_1_18/100_9c3daef5625bfade5c4cb8a219845dd3.png
7d,Past 7 days,mythic,Mythic,17,75,Kadita,"Mage, Assassin",Mid Lane,52.73,1.31,5.53,40.4,B,Lolita,Ixia,Johnson,Odette,Aamon,Zilong,Johnson,Floryn,Diggie,Angela,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_42b40ae7741d2eb81148c8f1e1ff614c.png
7d,Past 7 days,mythic,Mythic,18,45,Argus,Fighter,Exp Lane,52.46,0.6,1.58,34.5,B,Helcurt,X.Borg,Dyrroth,Franco,Zilong,Lapu-Lapu,Natalia,Johnson,X.Borg,Benedetta,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_0bd96658e5b8ec578226ea1622bd7231.png
7d,Past 7 days,mythic,Mythic,19,20,Lolita,"Support, Tank",Roam,52.26,0.08,0.16,31.1,B,Cyclops,Chang'e,Harley,Angela,Natan,Marcel,Natalia,Tigreal,Floryn,Zilong,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_474cea36a4bfdc7bf7d94530853a99b2.png
7d,Past 7 days,mythic,Mythic,20,97,Benedetta,"Assassin, Fighter",Exp Lane,52.13,0.47,0.23,32.4,B,Yve,Ixia,Alpha,X.Borg,Silvanna,Bane,Argus,Thamuz,Lolita,Popol and Kupa,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_b4a5e537894bdc00787e80e4d3ada5dd.png
7d,Past 7 days,mythic,Mythic,21,105,Beatrix,Marksman,Gold Lane,52.11,1.17,0.88,35.5,B,Estes,Hanabi,Baxia,Diggie,Edith,Harith,Baxia,Claude,Diggie,Popol and Kupa,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_4687eca874feec9017b448a0b9110d65.png
7d,Past 7 days,mythic,Mythic,22,84,Ling,Assassin,Jungle,51.83,1.16,1.55,35.2,B,Gloo,Hanzo,Lolita,X.Borg,Silvanna,Joy,Vexana,Silvanna,Zhask,Jawhead,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_92/100_017bade52b9fc94bbc12615de6d75c08.png
7d,Past 7 days,mythic,Mythic,23,15,Eudora,Mage,Mid Lane,51.78,1.93,67.46,67.2,S,Zilong,Marcel,Hero #133,Yin,Karina,Estes,Chang'e,Harley,Floryn,Bane,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_60956060c4cbb86f3c6343da05b70568.png
7d,Past 7 days,mythic,Mythic,24,24,Natalia,Assassin,"Jungle, Roam",51.73,0.14,0.52,30.2,B,Lolita,Baxia,Nolan,Gatotkaca,Ling,Lolita,Khufra,Floryn,Akai,Kaja,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_fbb5065b6ff174d1a20ccf5b7f523514.png
7d,Past 7 days,mythic,Mythic,25,43,Irithel,Marksman,Gold Lane,51.64,0.44,0.08,30.9,B,Wanwan,Natalia,Bane,Sun,Natan,Wanwan,Melissa,Harith,Brody,Ixia,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_a7c51b517dbce49dac4e537bd4ab4f87.png
7d,Past 7 days,mythic,Mythic,26,57,Valir,Mage,Mid Lane,51.58,0.78,0.94,32.6,B,Alpha,Balmond,Alice,Gatotkaca,Fredrinn,Baxia,Lolita,Yin,Natalia,Cyclops,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_bf16690876761b80822df90eb3320d69.png
7d,Past 7 days,mythic,Mythic,27,13,Clint,Marksman,Gold Lane,51.56,1.14,0.79,33.9,B,Lolita,Baxia,Karina,Diggie,Aurora,Harith,Popol and Kupa,Roger,Khufra,Melissa,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_5a8345c69a4c9c611fdfce91089fe74a.png
