timeframe,timeframe_name,rank,rank_name,ranking,heroid,name,roles,lanes,win_rate_pct,pick_rate_pct,ban_rate_pct,meta_score,tier,counter_1,counter_2,counter_3,counter_4,counter_5,synergy_1,synergy_2,synergy_3,synergy_4,synergy_5,avatar_url
1d,Past 1 day,all,ALL,84,37,Lapu-Lapu,Fighter,Exp Lane,49.07,0.34,0.26,24.2,C,Silvanna,Sun,Popol and Kupa,Hanabi,Tigreal,Guinevere,Thamuz,Alucard,Bane,Baxia,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_28036c4584c914c5aad4d2feeafb2452.png
1d,Past 1 day,all,ALL,85,118,Joy,Assassin,Jungle,49.07,0.15,0.19,23.4,C,Sun,Lolita,Beatrix,Karina,Chang'e,Lolita,Faramis,Fredrinn,Minsitthar,Pharsa,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_d3a3a55c22000ae78732fed8cba2efef.png
1d,Past 1 day,all,ALL,86,1,Miya,Marksman,Gold Lane,48.93,3.1,8.73,40.0,B,Obsidia,Saber,Harith,Irithel,Guinevere,Gloo,Khaleed,Popol and Kupa,Johnson,Franco,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_da894b37bfb5cadb32307f371f31918a.png
1d,Past 1 day,all,ALL,87,38,Vexana,Mage,Mid Lane,48.72,1.65,1.07,29.1,C,Gloo,Chip,Odette,Zhask,Lolita,Sun,Johnson,Harley,Tigreal,Atlas,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_743edd1702084c4ed247908d698bca77.png
1d,Past 1 day,all,ALL,88,114,Melissa,Marksman,Gold Lane,48.7,0.57,3.09,25.9,C,Lolita,Natalia,Karina,Faramis,Aldous,Natalia,Harith,Valentina,Joy,Kagura,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_1fa7436301fea3f13fbcd4772051d22d.png
1d,Past 1 day,all,ALL,89,89,Wanwan,Marksman,Gold Lane,48.63,0.12,0.1,22.1,C,Ixia,Yin,Atlas,Yu Zhong,Gloo,Angela,Xavier,Popol and Kupa,Kalea,Lolita,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_47/100_44bfa1dc44deb8d7620605faaa9ffae7.png
1d,Past 1 day,all,ALL,90,71,Kimmy,"Marksman, Mage",,48.62,0.56,0.24,23.9,C,Sun,Hylos,Yin,Minotaur,Hanzo,Baxia,Estes,Ixia,Lesley,Granger,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_642/100_61295dfefd369004e5e4a7f4fc86647b.png
1d,Past 1 day,all,ALL,91,3,Saber,Assassin,"Jungle, Roam",48.53,1.03,21.16,38.2,B,Ling,Nolan,Natalia,Valentina,Hero #133,Marcel,Estes,Lolita,Minotaur,Tigreal,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_6bbfac806f29d29f17fea9e98d2d2fee.png
1d,Past 1 day,all,ALL,92,21,Hayabusa,Assassin,Jungle,48.48,0.82,2.46,26.0,C,Aamon,Karrie,Karina,Yve,Zhuxin,Esmeralda,Faramis,Edith,Akai,Natan,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_9cc074562291a02644a0ddae28eeaa42.png
1d,Past 1 day,all,ALL,93,40,Karrie,Marksman,Gold Lane,48.47,0.54,0.81,23.8,C,Alice,Esmeralda,Hylos,Uranus,Balmond,X.Borg,Alice,Pharsa,Atlas,Hanzo,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_294576f2bd0dcbcc9041031969d0eb09.png
1d,Past 1 day,all,ALL,94,56,Gusion,Assassin,"Jungle, Mid Lane",48.44,1.33,4.28,29.0,C,Aamon,Yve,Valir,X.Borg,Natalia,Barats,Grock,Akai,Johnson,Beatrix,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_c6cd232de60da5372a7101a203e56554.png
1d,Past 1 day,all,ALL,95,49,Hylos,Tank,Roam,48.33,0.31,0.23,22.2,C,Zilong,Faramis,Saber,Layla,Johnson,Natalia,Saber,Helcurt,Angela,Estes,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_195ad9af866afaab415ae23a6be13b45.png
1d,Past 1 day,all,ALL,96,7,Alucard,"Fighter, Assassin",Jungle,48.31,0.48,0.26,22.8,C,Natalia,Sun,Kaja,Saber,Harith,Lolita,Chip,Tigreal,Benedetta,Lapu-Lapu,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_0f51b6906e08897aa02330d65b0deeac.png
1d,Past 1 day,all,ALL,97,53,Lesley,"Marksman, Assassin",Gold Lane,48.29,1.82,6.81,32.1,B,Baxia,Marcel,Claude,Belerick,Gatotkaca,Harith,Popol and Kupa,Roger,Kimmy,Lolita,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_08770893183018333f54a98e63c41ee3.png
1d,Past 1 day,all,ALL,98,18,Layla,Marksman,Gold Lane,48.22,1.04,0.78,25.2,C,Zhuxin,Baxia,Edith,Diggie,Odette,Popol and Kupa,Roger,Hilda,Lolita,Sun,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_b2b38e9406ea0de0b866db7674feea0f.png
1d,Past 1 day,all,ALL,99,120,Arlott,"Fighter, Assassin",Exp Lane,48.16,0.36,0.25,22.0,C,X.Borg,Kimmy,Khufra,Yve,Moskov,Chip,Aulus,Fredrinn,Minotaur,Faramis,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_f666faa5ec6be5353f10dcd1d8997a42.png
1d,Past 1 day,all,ALL,100,36,Aurora,Mage,Mid Lane,48.11,0.61,0.34,22.9,C,Lolita,Chip,Fredrinn,Mathilda,Zhuxin,Kaja,Angela,Harley,Cici,Hilda,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_f9b2be0150361018bb98f941b9667c42.png
1d,Past 1 day,all,ALL,101,113,Yin,"Fighter, Assassin","Jungle, Exp Lane",48.09,0.49,1.54,23.1,C,Joy,Diggie,Estes,Minsitthar,Yve,Johnson,Sun,Alucard,Zilong,Hilda,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_92/100_ee1c12c84f49514a30e405fb5c617796.png
1d,Past 1 day,all,ALL,102,72,Thamuz,Fighter,Exp Lane,47.95,0.8,1.36,23.9,C,Odette,Yve,Faramis,Alice,Alucard,Lapu-Lapu,Ruby,Yu Zhong,Khaleed,Tigreal,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_2_1_18/100_b5ad55e408b68acf6a86e7ff76f5f569.png
1d,Past 1 day,all,ALL,103,96,Luo Yi,Mage,Mid Lane,47.95,0.21,0.1,20.8,C,Estes,Yve,Khaleed,Hylos,Phoveus,Zhuxin,Khaleed,Terizla,Estes,Zilong,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_103541726507f5ce102689f04fe215e8.png
1d,Past 1 day,all,ALL,104,61,Chang'e,Mage,Mid Lane,47.7,0.67,0.28,22.1,C,Diggie,Faramis,Alpha,Gatotkaca,Balmond,Baxia,Harley,Silvanna,Tigreal,Jawhead,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_46cfe9c30e8a14f85b4d022496aca274.png
1d,Past 1 day,all,ALL,105,81,Esmeralda,"Tank, Mage",Exp Lane,47.68,0.91,2.02,24.1,C,Lolita,Mathilda,Lapu-Lapu,Yin,Paquito,Julian,Diggie,Hayabusa,Nolan,Bane,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_4661a64a2c6b724e7b67032fcbface27.png
1d,Past 1 day,all,ALL,106,106,Phoveus,Fighter,Exp Lane,47.67,0.25,0.46,20.5,C,Harith,Wanwan,Freya,Benedetta,Chip,Guinevere,Lukas,Bane,X.Borg,Julian,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_06/100_af21c0dd8b5308c27974bff900803a9a.png
1d,Past 1 day,all,ALL,107,8,Karina,Assassin,Jungle,47.58,0.8,2.43,23.6,C,Natalia,Zilong,Kimmy,Helcurt,Sun,Minsitthar,Benedetta,Chip,Ixia,Wanwan,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_f49394186dc0e55d545da8377be83280.png
1d,Past 1 day,all,ALL,108,32,Johnson,"Tank, Support",Roam,47.57,0.85,1.81,23.4,C,Layla,Zilong,Valentina,Jawhead,Yin,Zhask,Natalia,Silvanna,Chip,Yin,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_85ff988c6660b4d04f8dd3d40df988bb.png
1d,Past 1 day,all,ALL,109,42,Harley,"Assassin, Mage",Jungle,47.52,0.87,4.15,24.8,C,Valir,Gord,Melissa,Faramis,Alice,Yve,Zhask,Lolita,Lylia,Lunox,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_3aa6964c07a70f9b125da447f320e1ac.png
1d,Past 1 day,all,ALL,110,44,Grock,"Tank, Fighter","Roam, Exp Lane",47.48,0.34,0.66,20.5,C,Baxia,Lolita,Yin,Odette,Layla,Faramis,Natalia,Saber,Silvanna,Zilong,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_902/100_f8b8c8964d3202b7b762947ac96f1ed3.png
1d,Past 1 day,all,ALL,111,87,Baxia,Tank,Jungle,47.44,0.05,0.08,18.9,D,Natan,Arlott,Yve,Obsidia,Joy,Diggie,Granger,Floryn,Ixia,Beatrix,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_80e408203869ca99302af195ac4f756c.png
1d,Past 1 day,all,ALL,112,22,Freya,Fighter,"Exp Lane, Jungle",47.34,0.51,1.27,21.1,C,Yve,Khaleed,Masha,Mathilda,Harith,Chip,Aulus,Faramis,Zhuxin,Valentina,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_2_1_18_2/100_b9c34c88762ca8e66ccd4d84071bf0bc.png
1d,Past 1 day,all,ALL,113,124,Chip,"Support, Tank",Roam,47.19,0.05,0.26,18.3,D,Lolita,Bruno,Selena,Chang'e,Helcurt,Floryn,Arlott,Odette,Natan,Estes,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_79224d297f14377ad2eda8543432330d.png
1d,Past 1 day,all,ALL,114,52,Pharsa,Mage,Mid Lane,47.17,0.36,0.16,19.5,D,Lolita,Valentina,Diggie,Baxia,Yve,Lunox,Marcel,Joy,Karrie,Roger,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_10151d43910e62f7aa9ce08df481a20f.png
1d,Past 1 day,all,ALL,115,73,Harith,Mage,"Gold Lane, Mid Lane",47.16,0.13,0.05,18.4,D,Yve,Lapu-Lapu,Clint,Karina,Mathilda,Clint,Ixia,Lesley,Beatrix,Obsidia,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_d228a823b477fdf6c458c829c2e62bcf.png
1d,Past 1 day,all,ALL,116,28,Alpha,Fighter,"Jungle, Exp Lane",47.14,1.25,0.64,23.2,C,Baxia,Barats,Phoveus,Terizla,Odette,Aldous,Hilda,Tigreal,Gatotkaca,Lolita,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_86c9f91f530727db6498f920d19180d1.png
1d,Past 1 day,all,ALL,117,85,Dyrroth,Fighter,"Exp Lane, Jungle",47.03,1.57,1.21,24.6,C,Esmeralda,Uranus,Zhuxin,Alice,Moskov,Sun,Tigreal,Belerick,Hanzo,Ling,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_2_1_18/100_8ec13b59871b2862d773beac2d69fa3e.png
1d,Past 1 day,all,ALL,118,51,Helcurt,Assassin,Jungle,46.93,0.6,6.21,23.4,C,X.Borg,Gord,Valir,Diggie,Hanzo,Khufra,Gloo,Hylos,Belerick,Johnson,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_6abf0c552b59b8ca4cbc1af3662ef176.png
1d,Past 1 day,all,ALL,119,54,Jawhead,Fighter,,46.68,0.34,0.23,18.2,D,Wanwan,Granger,Helcurt,Natalia,Valentina,Lolita,Estes,Sun,Johnson,Bane,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_bd87c30b6c7de6ae3b5aa56162c48c8b.png
1d,Past 1 day,all,ALL,120,58,Martis,Fighter,Jungle,46.5,0.54,0.34,18.6,D,Chip,Khufra,Saber,Joy,Sora,Angela,Leomord,Johnson,Hanabi,Estes,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_cc8124b0eb6ca22d950b000744d69fbf.png
1d,Past 1 day,all,ALL,121,5,Nana,Mage,Mid Lane,46.45,1.63,2.99,24.5,C,Odette,Lolita,Dyrroth,Freya,Silvanna,Zilong,Johnson,Tigreal,Hilda,Sun,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_ee1e0d80d87bb614a0c552ef028f85ce.png
1d,Past 1 day,all,ALL,122,102,Mathilda,"Support, Assassin",Roam,46.44,0.15,0.21,16.8,D,Natalia,X.Borg,Yin,Aldous,Wanwan,Atlas,Kalea,Carmilla,Gatotkaca,Faramis,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_24d08ed788a9f5984bcf3b732ddcaf04.png
1d,Past 1 day,all,ALL,123,110,Valentina,Mage,Mid Lane,45.72,0.17,0.15,15.1,D,Carmilla,Atlas,X.Borg,Lukas,Benedetta,Zhuxin,Aulus,Granger,Ixia,Nolan,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_24837021ec9d7aaf41b13fa55b6d13c9.png
1d,Past 1 day,all,ALL,124,128,Kalea,"Support, Fighter",Roam,45.44,0.17,0.31,14.5,D,Baxia,Fanny,Silvanna,Arlott,Natan,Lolita,Diggie,Floryn,Kaja,Mathilda,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_64/100_4f3d4649e301c76daf20bd8811f3095c.png
1d,Past 1 day,all,ALL,125,2,Balmond,Fighter,,45.33,0.66,0.35,16.2,D,Baxia,Martis,Saber,Barats,Aulus,Sun,Angela,Argus,Hanabi,Silvanna,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_2_1_18_2/100_df9a6990b1946d045e4d3a46c90725cf.png
1d,Past 1 day,all,ALL,126,26,Chou,Fighter,"Exp Lane, Roam",45.3,0.96,2.82,18.8,D,X.Borg,Fanny,Natalia,Karrie,Beatrix,Khufra,Bane,Minotaur,Belerick,Tigreal,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_158209b180032c4564b8f3bde8c48888.png
1d,Past 1 day,all,ALL,127,16,Zilong,"Fighter, Assassin",Exp Lane,44.93,0.64,0.41,15.1,D,Yve,Diggie,X.Borg,Cici,Fanny,Belerick,Gloo,Tigreal,Grock,Baxia,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_9db57da4f0daef6d432676e4f19101ed.png
1d,Past 1 day,all,ALL,128,41,Gatotkaca,"Tank, Fighter","Roam, Exp Lane",44.06,0.56,0.25,12.5,D,Odette,Chip,Zilong,Miya,Joy,Angela,Floryn,Mathilda,Rafaela,Diggie,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_96f9dbbc096e0f0a28f9b9e587d06a9c.png
1d,Past 1 day,all,ALL,129,6,Tigreal,Tank,Roam,43.95,1.85,4.9,20.2,C,Zilong,Estes,Franco,Alucard,Freya,Floryn,Natalia,Saber,Estes,Zilong,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_8b30576754be1a4f8bebd09df8d6bec7.png
1d,Past 1 day,all,ALL,130,79,Granger,Marksman,Gold Lane,43.9,1.24,1.34,15.5,D,Karina,Beatrix,Ixia,Diggie,Natan,Baxia,Floryn,Popol and Kupa,Valentina,Roger,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_22/100_a7729262d5b4abdc34ae5181e964c235.png
1d,Past 1 day,all,ALL,131,17,Fanny,Assassin,Jungle,43.58,0.59,1.73,12.3,D,Granger,Baxia,Yve,Clint,Gloo,Khufra,Yve,Faramis,Bruno,Edith,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_3391df36d6dcc54dd1c417098e15ec59.png
1d,Past 1 day,all,ALL,132,47,Lancelot,Assassin,Jungle,43.4,0.47,0.39,10.6,D,Atlas,Baxia,Yin,Joy,Johnson,Angela,Minsitthar,Natan,Benedetta,Hanabi,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_dc4b821e49b904715172136017798da3.png
1d,Past 1 day,all,ALL,133,10,Franco,Tank,Roam,41.55,0.96,2.94,9.5,D,Diggie,Fanny,Angela,Yin,Harith,Natalia,Saber,Atlas,Silvanna,Sun,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_2928027062e3c2a97bc3fd4a84897012.png
1d,Past 1 day,epic,Epic,1,14,Rafaela,Support,Roam,58.94,0.83,6.14,54.4,A,Faramis,Baxia,Valir,Natalia,Zhuxin,Kaja,Valentina,Carmilla,Edith,Brody,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_68277dce415742c4a98883151c693a07.png
1d,Past 1 day,epic,Epic,2,132,Marcel,"Tank, Support","Exp Lane, Roam",57.33,0.14,5.16,47.0,A,Wanwan,Valentina,Lapu-Lapu,Akai,Atlas,Estes,Mathilda,Hylos,Edith,Saber,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_b3a7602fe7ffd1e54bf8ea79ceadfa72.png
1d,Past 1 day,epic,Epic,3,88,Masha,"Fighter, Tank",Exp Lane,56.83,0.38,5.07,46.6,A,Gloo,Valentina,Chip,Cici,Eudora,Faramis,Chip,Zhuxin,Harith,Hero #133,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_c97a314dc260dfad1311512ddc03f936.png
1d,Past 1 day,epic,Epic,4,104,Gloo,Tank,"Exp Lane, Roam",56.3,0.56,26.72,59.0,A,Yve,Chip,Lolita,Clint,Granger,Khufra,Helcurt,Natalia,Saber,Arlott,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_642/100_c472fe0233e5ef84a3ac9ba4a229d09f.png
1d,Past 1 day,epic,Epic,5,45,Argus,Fighter,Exp Lane,56.03,0.71,1.99,44.1,B,Yve,Faramis,Masha,Lunox,Karrie,Chip,Baxia,Wanwan,Joy,Lolita,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_0bd96658e5b8ec578226ea1622bd7231.png
1d,Past 1 day,epic,Epic,6,108,Aulus,Fighter,Jungle,55.78,0.37,0.9,41.4,B,Gloo,Mathilda,Phoveus,Natalia,Benedetta,Faramis,Khaleed,Benedetta,Sora,Ruby,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_40839957990dbb59a9e5ec4da9f85a8e.png
1d,Past 1 day,epic,Epic,7,112,Floryn,Support,Roam,55.67,0.65,8.03,46.6,A,Faramis,Marcel,Baxia,X.Borg,Khufra,Mathilda,Atlas,Gatotkaca,Lunox,Baxia,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_5a57b91e4914cf071a3849e352e530a5.png
1d,Past 1 day,epic,Epic,8,19,Minotaur,"Tank, Support",Roam,55.53,0.5,3.05,42.7,B,Chip,Mathilda,Odette,Diggie,Cyclops,Floryn,Hylos,Joy,Harith,Wanwan,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_3ecd2c0843df7ec85044dafff6bf4553.png
1d,Past 1 day,epic,Epic,9,20,Lolita,"Support, Tank",Roam,55.09,0.07,0.21,38.1,B,Chang'e,Cyclops,Luo Yi,Bruno,Edith,Kalea,Carmilla,Joy,Lapu-Lapu,Benedetta,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_474cea36a4bfdc7bf7d94530853a99b2.png
1d,Past 1 day,epic,Epic,10,27,Sun,Fighter,"Exp Lane, Jungle",54.82,1.69,23.88,58.1,A,Jawhead,Chip,Franco,Popol and Kupa,Saber,Terizla,Benedetta,Khaleed,Franco,Phoveus,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_117b5cdcc13232157075ce7b7f6177e9.png
1d,Past 1 day,epic,Epic,11,70,Belerick,Tank,Roam,54.69,1.92,39.31,68.0,S,Zhuxin,Miya,Obsidia,Valentina,Johnson,Joy,Edith,Minsitthar,Saber,Cyclops,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_5f2a9eca0bafd4ed8dc39a93c771b3af.png
1d,Past 1 day,epic,Epic,12,94,Popol and Kupa,Marksman,"Jungle, Gold Lane",54.61,0.55,0.36,38.9,B,Mathilda,Lunox,Jawhead,Harith,Lolita,Khaleed,Harith,Brody,Lesley,Clint,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_1acbb23b9a50f412104047a60eb18808.png
1d,Past 1 day,epic,Epic,13,92,Carmilla,"Support, Tank",Roam,54.56,0.53,1.1,39.2,B,Popol and Kupa,Lolita,Barats,Johnson,Estes,Lolita,Chip,Rafaela,Floryn,Angela,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_6fb8f120dafdcbc1b5da2a2667016ad5.png
1d,Past 1 day,epic,Epic,14,93,Atlas,Tank,Roam,54.54,0.56,4.87,41.5,B,Lolita,Popol and Kupa,Estes,Aamon,Uranus,Chip,Floryn,Mathilda,Angela,Zhuxin,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_d974ac796678180ff8724b88e192898b.png
1d,Past 1 day,epic,Epic,15,84,Ling,Assassin,Jungle,54.44,0.4,0.55,38.0,B,Valir,X.Borg,Hanzo,Gloo,Gord,Khufra,Carmilla,Arlott,Barats,Chip,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_92/100_017bade52b9fc94bbc12615de6d75c08.png
1d,Past 1 day,epic,Epic,16,34,Estes,Support,Roam,54.34,0.76,45.54,66.2,S,Diggie,Mathilda,Faramis,Cyclops,Zhuxin,Marcel,Yve,Faramis,Edith,Baxia,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_ff4de3b0aabd1d2f6e184db1c831f6a9.png
1d,Past 1 day,epic,Epic,17,97,Benedetta,"Assassin, Fighter",Exp Lane,54.34,0.23,0.28,36.9,B,Yve,Baxia,X.Borg,Alpha,Lolita,Baxia,Lolita,Aulus,Floryn,Lunox,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_b4a5e537894bdc00787e80e4d3ada5dd.png
1d,Past 1 day,epic,Epic,18,78,Khufra,Tank,Roam,53.78,0.12,0.33,35.1,B,Wanwan,Lunox,Chip,Faramis,Natalia,Kaja,Angela,Baxia,Akai,Gloo,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_2fe99f4001211d18b3d2b95d0d3dc395.png
1d,Past 1 day,epic,Epic,19,127,Lukas,Fighter,"Exp Lane, Jungle",53.39,0.63,4.91,39.0,B,Ling,Arlott,Lolita,Masha,Ruby,Faramis,Yve,Floryn,Kaja,Ruby,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_20/100_63040edd0cf15b815fcbbb8b2d08d7f7.png
1d,Past 1 day,epic,Epic,20,60,Hanabi,Marksman,Gold Lane,53.38,4.02,8.96,54.9,A,Chip,Popol and Kupa,Kaja,Balmond,Akai,Harith,Popol and Kupa,Marcel,Franco,Uranus,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_8a9c1966feb34e85d7bdcc1ed01ffb5d.png
1d,Past 1 day,epic,Epic,21,111,Edith,"Tank, Marksman","Exp Lane, Roam",53.27,0.33,0.19,34.6,B,Yve,Natan,Alice,Mathilda,Valentina,Yve,Akai,Marcel,Mathilda,Estes,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_daab57918de01a6d5bb2ed6f45808a7e.png
1d,Past 1 day,epic,Epic,22,12,Bruno,Marksman,Gold Lane,53.16,0.33,0.4,34.4,B,Baxia,Joy,Zhuxin,Mathilda,Leomord,Chip,Yve,Baxia,Zhuxin,Natan,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_ff39deb9c6afec3d977fdbe9d86f78cb.png
1d,Past 1 day,epic,Epic,23,57,Valir,Mage,Mid Lane,53.09,1.05,2.1,38.2,B,Fredrinn,Alice,Leomord,Barats,Hylos,Baxia,Fredrinn,Sora,Phoveus,Alice,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_bf16690876761b80822df90eb3320d69.png
1d,Past 1 day,epic,Epic,24,130,Obsidia,Marksman,Gold Lane,53.07,1.01,3.21,38.6,B,Lapu-Lapu,Benedetta,Hanzo,Harith,Granger,Valentina,Harith,Yve,Alice,Akai,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_2_1_18/100_9c3daef5625bfade5c4cb8a219845dd3.png
1d,Past 1 day,epic,Epic,25,23,Gord,Mage,Mid Lane,52.71,0.79,1.13,35.6,B,Lapu-Lapu,Marcel,Edith,Alice,Phoveus,Khaleed,Baxia,Diggie,Phoveus,Cyclops,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_47/100_9513f5e10ec33f76747732eaf2082259.png
1d,Past 1 day,epic,Epic,26,25,Kagura,Mage,Mid Lane,52.7,0.44,1.0,34.1,B,Yu Zhong,Uranus,Faramis,Lolita,Joy,Zhuxin,Lunox,Cyclops,Barats,Mathilda,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_da424b020b8ac8235d64a1b8a09aa749.png
1d,Past 1 day,epic,Epic,27,98,Khaleed,Fighter,"Exp Lane, Roam",52.68,0.09,0.08,32.1,B,Yve,Marcel,Joy,Diggie,Bane,Valentina,Aulus,Xavier,Lapu-Lapu,Popol and Kupa,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_540a6a9d343842674ce002082366ec9d.png
1d,Past 1 day,epic,Epic,28,35,Hilda,"Fighter, Tank","Roam, Exp Lane",52.62,0.8,10.64,41.1,B,Granger,Mathilda,Yin,Faramis,Roger,Hanzo,X.Borg,Saber,Silvanna,Bane,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_acd700708dc515f5c63a08f8835a9941.png
1d,Past 1 day,epic,Epic,29,133,Hirara,,,52.47,0.52,31.97,52.4,A,Baxia,Atlas,Hanzo,Lolita,Wanwan,Angela,Mathilda,Floryn,Faramis,Lunox,https://akmweb.youngjoygame.com/web/svnres/img/test/homepage_2_2_16_1232_1/100_71224844b111f09367df00e4f9b97753.png
1d,Past 1 day,epic,Epic,30,129,Zetian,Mage,Mid Lane,52.41,1.14,4.27,38.2,B,Chip,Natalia,Tigreal,Pharsa,Helcurt,Joy,Diggie,Harley,Bruno,Harith,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_90/100_8d965f05f84621a51f799aeb8fb5f4c4.png
1d,Past 1 day,epic,Epic,31,50,Zhask,Mage,Mid Lane,52.37,0.45,0.62,33.1,B,Zhuxin,Diggie,Khaleed,Hayabusa,Marcel,Mathilda,Harley,Bane,Cyclops,Johnson,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_d8f170087cb2d5b71bb22a0a4664a927.png
1d,Past 1 day,epic,Epic,32,74,Minsitthar,Fighter,"Exp Lane, Roam",52.1,0.71,4.1,35.6,B,Yve,Freya,Martis,Natan,Angela,Mathilda,Kalea,Estes,Kaja,Chip,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_c5d24a1dad6cef21de2698a4ed1d80ce.png
